Local: ,2025-05-08 00:00:00+02:00,tz_sec ,7200
Linux Epoch (ms):,1746655200000.0
Timestamp,Seq No.,ECG data
1746694877160.281,73,37000
1746694877161.281,73,36978
1746694877162.281,73,36955
1746694877163.281,73,36942
1746694877164.281,73,36921
1746694877165.281,73,36901
1746694877166.281,73,36884
1746694877167.281,73,36863
1746694877168.281,74,36854
1746694877169.281,74,36840
1746694877170.281,74,36819
1746694877171.281,74,36802
1746694877172.281,74,36793
1746694877173.281,74,36774
1746694877174.2808,74,36766
1746694877175.187,74,36753
1746694877176.188,74,36745
1746694877177.187,74,36741
1746694877178.188,74,36726
1746694877179.187,75,36726
1746694877180.188,75,36723
1746694877181.187,75,36728
1746694877182.188,75,36732
1746694877183.187,75,36727
1746694877184.188,75,36719
1746694877185.187,75,36709
1746694877186.188,75,36700
1746694877187.187,75,36687
1746694877188.188,75,36669
1746694877189.188,75,36658
1746694877190.187,76,36640
1746694877191.063,76,36630
1746694877192.062,76,36618
1746694877193.063,76,36602
1746694877194.062,76,36593
1746694877195.0632,76,36580
1746694877196.062,76,36568
1746694877197.063,76,36562
1746694877198.062,76,36547
1746694877199.063,76,36533
1746694877200.063,76,36521
1746694877201.062,77,36516
1746694877202.063,77,36505
1746694877203.062,77,36497
1746694877204.063,77,36489
1746694877205.062,77,36482
1746694877206.063,77,36474
1746694877207.0,77,36464
1746694877208.0,77,36454
1746694877209.0,77,36444
1746694877210.0,77,36442
1746694877211.0,77,36432
1746694877212.0,78,36427
1746694877213.0,78,36415
1746694877214.0,78,36400
1746694877215.0,78,36375
1746694877216.0,78,36355
1746694877217.0,78,36339
1746694877218.0,78,36327
1746694877219.0,78,36312
1746694877220.0,78,36303
1746694877221.0,78,36298
1746694877222.0,78,36299
1746694877222.875,79,36292
1746694877223.875,79,36292
1746694877224.875,79,36291
1746694877225.875,79,36283
1746694877226.875,79,36275
1746694877227.875,79,36263
1746694877228.875,79,36253
1746694877229.875,79,36240
1746694877230.875,79,36233
1746694877231.875,79,36220
1746694877232.875,79,36212
1746694877233.875,80,36203
1746694877234.875,80,36193
1746694877235.875,80,36193
1746694877236.875,80,36191
1746694877237.875,80,36189
1746694877238.781,80,36192
1746694877239.781,80,36192
1746694877240.781,80,36197
1746694877241.781,80,36201
1746694877242.781,80,36205
1746694877243.781,80,36210
1746694877244.781,81,36219
1746694877245.781,81,36222
1746694877246.781,81,36229
1746694877247.781,81,36245
1746694877248.781,81,36249
1746694877249.781,81,36251
1746694877250.781,81,36255
1746694877251.781,81,36258
1746694877252.781,81,36262
1746694877253.781,81,36272
1746694877254.656,81,36285
1746694877255.656,82,36308
1746694877256.656,82,36338
1746694877257.656,82,36370
1746694877258.656,82,36412
1746694877259.656,82,36463
1746694877260.656,82,36521
1746694877261.656,82,36583
1746694877262.656,82,36662
1746694877263.656,82,36750
1746694877264.656,82,36850
1746694877265.656,82,36955
1746694877266.656,83,37067
1746694877267.656,83,37186
1746694877268.656,83,37309
1746694877269.656,83,37422
1746694877270.594,83,37533
1746694877271.594,83,37637
1746694877272.594,83,37733
1746694877273.594,83,37836
1746694877274.594,83,37933
1746694877275.594,83,38021
1746694877276.594,83,38093
1746694877277.594,84,38140
1746694877278.594,84,38171
1746694877279.594,84,38174
1746694877280.594,84,38145
1746694877281.594,84,38085
1746694877282.594,84,37997
1746694877283.594,84,37900
1746694877284.594,84,37786
1746694877285.594,84,37671
1746694877286.469,84,37558
1746694877287.469,84,37443
1746694877288.469,85,37335
1746694877289.469,85,37227
1746694877290.469,85,37119
1746694877291.469,85,37011
1746694877292.469,85,36911
1746694877293.469,85,36812
1746694877294.4692,85,36704
1746694877295.469,85,36601
1746694877296.469,85,36494
1746694877297.469,85,36382
1746694877298.469,85,36256
1746694877299.469,86,36147
1746694877300.469,86,36016
1746694877301.469,86,35894
1746694877302.375,86,35787
1746694877303.375,86,35695
1746694877304.375,86,35621
1746694877305.375,86,35565
1746694877306.375,86,35529
1746694877307.375,86,35518
1746694877308.375,86,35517
1746694877309.375,86,35523
1746694877310.375,87,35535
1746694877311.375,87,35544
1746694877312.375,87,35552
1746694877313.375,87,35561
1746694877314.375,87,35573
1746694877315.375,87,35583
1746694877316.375,87,35584
1746694877317.375,87,35585
1746694877318.25,87,35585
1746694877319.25,87,35577
1746694877320.25,87,35557
1746694877321.25,88,35538
1746694877322.25,88,35516
1746694877323.25,88,35491
1746694877324.25,88,35468
1746694877325.25,88,35443
1746694877326.25,88,35423
1746694877327.25,88,35405
1746694877328.25,88,35385
1746694877329.25,88,35371
1746694877330.25,88,35352
1746694877331.25,88,35337
1746694877332.25,89,35324
1746694877333.25,89,35313
1746694877334.156,89,35297
1746694877335.156,89,35291
1746694877336.156,89,35284
1746694877337.156,89,35280
1746694877338.156,89,35278
1746694877339.156,89,35271
1746694877340.156,89,35267
1746694877341.156,89,35255
1746694877342.156,89,35244
1746694877343.156,90,35238
1746694877344.156,90,35229
1746694877345.156,90,35229
1746694877346.1558,90,35230
1746694877347.156,90,35225
1746694877348.156,90,35217
1746694877349.156,90,35205
1746694877350.063,90,35196
1746694877351.062,90,35186
1746694877352.063,90,35181
1746694877353.062,90,35172
1746694877354.063,91,35162
1746694877355.062,91,35151
1746694877356.063,91,35144
1746694877357.062,91,35131
1746694877358.063,91,35126
1746694877359.062,91,35121
1746694877360.063,91,35119
1746694877361.063,91,35119
1746694877362.062,91,35117
1746694877363.063,91,35114
1746694877364.062,91,35111
1746694877365.063,92,35103
1746694877366.062,92,35103
1746694877367.063,92,35098
1746694877368.062,92,35094
1746694877369.063,92,35086
1746694877370.062,92,35075
1746694877371.063,92,35068
1746694877372.062,92,35059
1746694877373.063,92,35057
1746694877374.062,92,35055
1746694877375.063,92,35059
1746694877376.062,93,35060
1746694877377.063,93,35056
1746694877378.062,93,35049
1746694877379.062,93,35045
1746694877380.063,93,35038
1746694877381.062,93,35035
1746694877381.844,93,35027
1746694877382.844,93,35022
1746694877383.844,93,35009
1746694877384.844,93,34996
1746694877385.844,93,34981
1746694877386.844,94,34965
1746694877387.844,94,34954
1746694877388.844,94,34938
1746694877389.844,94,34930
1746694877390.844,94,34929
1746694877391.844,94,34936
1746694877392.844,94,34943
1746694877393.844,94,34959
1746694877394.844,94,34966
