Local: ,2025-06-12 00:00:00+02:00,tz_sec ,7200
Linux Epoch (ms):,1749679200000.0
Timestamp,Seq No.,ECG data
1749724949834.125,45,59986
1749724949835.125,45,59974
1749724949836.125,45,59987
1749724949837.125,45,59985
1749724949838.125,45,59988
1749724949839.031,45,59976
1749724949840.031,45,59973
1749724949841.031,45,59980
1749724949842.031,45,59973
1749724949843.031,45,59973
1749724949844.031,46,59974
1749724949845.031,46,59982
1749724949846.031,46,59977
1749724949847.031,46,59986
1749724949848.031,46,59973
1749724949849.031,46,59966
1749724949850.031,46,59987
1749724949851.031,46,59981
1749724949852.031,46,59980
1749724949853.031,46,59976
1749724949854.031,46,59985
1749724949854.906,47,59970
1749724949855.906,47,59989
1749724949856.906,47,59972
1749724949857.906,47,59973
1749724949858.906,47,59974
1749724949859.906,47,59990
1749724949860.906,47,59984
1749724949861.906,47,59977
1749724949862.906,47,59972
1749724949863.906,47,59978
1749724949864.906,47,59972
1749724949865.906,48,59976
1749724949866.906,48,59987
1749724949867.906,48,59970
1749724949868.906,48,59983
1749724949869.906,48,59981
1749724949870.812,48,59972
1749724949871.813,48,59968
1749724949872.812,48,59985
1749724949873.813,48,59983
1749724949874.8118,48,59975
1749724949875.813,48,59987
1749724949876.812,49,59966
1749724949877.813,49,59981
1749724949878.812,49,59973
1749724949879.813,49,59987
1749724949880.812,49,59976
1749724949881.813,49,59983
1749724949882.812,49,59981
1749724949883.812,49,59978
1749724949884.813,49,59975
1749724949885.812,49,59977
1749724949886.719,49,59982
1749724949887.719,50,59984
1749724949888.719,50,59978
1749724949889.719,50,59981
1749724949890.719,50,59963
1749724949891.719,50,59974
1749724949892.719,50,59978
1749724949893.719,50,59971
1749724949894.719,50,59980
1749724949895.719,50,59983
1749724949896.719,50,59982
1749724949897.719,50,59969
1749724949898.719,51,59969
1749724949899.719,51,59969
1749724949900.719,51,59993
1749724949901.719,51,59976
1749724949902.594,51,59967
1749724949903.594,51,59980
1749724949904.594,51,59978
1749724949905.594,51,59970
1749724949906.594,51,59968
1749724949907.594,51,59983
1749724949908.594,51,59973
1749724949909.594,52,59972
1749724949910.594,52,59987
1749724949911.594,52,59975
1749724949912.594,52,59980
1749724949913.594,52,59984
1749724949914.594,52,59986
1749724949915.594,52,59980
1749724949916.594,52,59975
1749724949917.594,52,59987
1749724949918.531,52,59985
1749724949919.531,52,59979
1749724949920.531,53,59979
1749724949921.531,53,59978
1749724949922.531,53,59989
1749724949923.531,53,59989
1749724949924.531,53,59979
1749724949925.531,53,59983
1749724949926.531,53,59974
1749724949927.531,53,59979
1749724949928.531,53,59972
1749724949929.531,53,59989
1749724949930.531,53,59977
1749724949931.531,54,59992
1749724949932.531,54,59990
1749724949933.531,54,59980
1749724949934.406,54,59974
1749724949935.406,54,59983
1749724949936.406,54,59984
1749724949937.406,54,59973
1749724949938.406,54,59986
1749724949939.406,54,59972
1749724949940.406,54,59980
1749724949941.406,54,59971
1749724949942.406,55,59977
1749724949943.406,55,59972
1749724949944.406,55,59976
1749724949945.406,55,59976
1749724949946.406,55,59987
1749724949947.406,55,59978
1749724949948.406,55,59970
1749724949949.406,55,59977
1749724949950.312,55,59975
1749724949951.313,55,59976
1749724949952.312,55,59973
1749724949953.3132,56,59972
1749724949954.312,56,59964
1749724949955.313,56,59964
1749724949956.312,56,59980
1749724949957.313,56,59976
1749724949958.312,56,59968
1749724949959.313,56,59969
1749724949960.312,56,59970
1749724949961.313,56,59968
1749724949962.312,56,59972
1749724949963.312,56,59978
1749724949964.313,57,59981
1749724949965.312,57,59981
1749724949966.188,57,59971
1749724949967.187,57,59980
1749724949968.188,57,59983
1749724949969.187,57,59977
1749724949970.188,57,59975
1749724949971.187,57,59972
1749724949972.188,57,59977
1749724949973.187,57,59979
1749724949974.188,57,59970
1749724949975.188,58,59977
1749724949976.187,58,59985
1749724949977.188,58,59983
1749724949978.187,58,59965
1749724949979.188,58,59973
1749724949980.187,58,59974
1749724949981.188,58,59982
1749724949982.125,58,59987
1749724949983.125,58,59988
1749724949984.125,58,59982
1749724949985.125,58,59968
1749724949986.125,59,59990
1749724949987.125,59,59973
1749724949988.125,59,59977
1749724949989.125,59,59977
1749724949990.125,59,59975
1749724949991.125,59,59975
1749724949992.125,59,59978
1749724949993.125,59,59975
1749724949994.125,59,59972
1749724949995.125,59,59979
1749724949996.125,59,59968
1749724949997.125,60,59984
1749724949998.0,60,59981
1749724949999.0,60,59977
1749724950000.0,60,59971
1749724950001.0,60,59980
1749724950002.0,60,59965
1749724950003.0,60,59980
1749724950004.0,60,59972
1749724950005.0,60,59958
1749724950006.0,60,59963
1749724950007.0,60,59961
1749724950008.0,61,59971
1749724950009.0,61,59969
1749724950010.0,61,59963
1749724950011.0,61,59968
1749724950012.0,61,59990
1749724950013.0,61,59977
1749724950013.875,61,59978
1749724950014.875,61,59983
1749724950015.875,61,59985
1749724950016.875,61,59975
1749724950017.875,61,59964
1749724950018.875,62,59976
1749724950019.875,62,59966
1749724950020.875,62,59978
1749724950021.875,62,59970
1749724950022.875,62,59973
1749724950023.875,62,59968
1749724950024.875,62,59970
1749724950025.875,62,59981
1749724950026.875,62,59969
1749724950027.875,62,59966
1749724950028.875,62,59980
1749724950029.781,63,59969
1749724950030.781,63,59974
1749724950031.781,63,59968
1749724950032.781,63,59971
1749724950033.781,63,59962
1749724950034.781,63,59971
1749724950035.781,63,59974
1749724950036.781,63,59971
1749724950037.781,63,59982
1749724950038.781,63,59967
1749724950039.781,63,59984
1749724950040.781,64,59978
1749724950041.781,64,59977
1749724950042.781,64,59973
1749724950043.781,64,59977
1749724950044.781,64,59980
1749724950045.656,64,59980
1749724950046.656,64,59978
1749724950047.656,64,59988
1749724950048.656,64,59960
1749724950049.656,64,59978
1749724950050.656,64,59974
1749724950051.656,65,59982
1749724950052.656,65,59969
1749724950053.656,65,59973
1749724950054.656,65,59967
1749724950055.656,65,59982
1749724950056.6558,65,59980
1749724950057.656,65,59985
1749724950058.656,65,59976
1749724950059.656,65,59970
1749724950060.656,65,59988
1749724950061.531,65,59979
1749724950062.531,66,59980
1749724950063.531,66,59980
1749724950064.531,66,59979
1749724950065.531,66,59979
1749724950066.531,66,59976
1749724950067.531,66,59967
1749724950068.531,66,59973
1749724950069.531,66,59981
1749724950070.531,66,59975
1749724950071.531,66,59970
1749724950072.531,66,59977
1749724950073.531,67,59986
1749724950074.531,67,59984
1749724950075.531,67,59974
1749724950076.531,67,59970
1749724950077.437,67,59973
1749724950078.438,67,59978
1749724950079.437,67,59975
1749724950080.438,67,59970
1749724950081.437,67,59966
1749724950082.438,67,59976
1749724950083.437,67,59980
1749724950084.438,68,59971
1749724950085.437,68,59980
1749724950086.438,68,59980
1749724950087.437,68,59984
1749724950088.438,68,59985
1749724950089.437,68,59978
1749724950090.438,68,59983
1749724950091.437,68,59978
1749724950092.438,68,59972
1749724950093.313,68,59968
1749724950094.312,68,59959
1749724950095.313,69,59982
1749724950096.312,69,59976
1749724950097.313,69,59972
1749724950098.312,69,59998
1749724950099.313,69,59980
1749724950100.312,69,59974
1749724950101.3132,69,59989
1749724950102.312,69,59973
1749724950103.313,69,59975
1749724950104.312,69,59971
1749724950105.313,69,59971
1749724950106.313,70,59981
1749724950107.312,70,59978
1749724950108.313,70,59963
1749724950109.219,70,59982
1749724950110.219,70,59978
1749724950111.219,70,59971
1749724950112.219,70,59982
1749724950113.219,70,59980
1749724950114.219,70,59975
1749724950115.2192,70,59975
1749724950116.219,70,59982
1749724950117.219,71,59967
1749724950118.219,71,59958
1749724950119.219,71,59962
1749724950120.219,71,59975
1749724950121.219,71,59964
1749724950122.219,71,59971
1749724950123.219,71,59969
1749724950124.219,71,59966
1749724950125.094,71,59959
1749724950126.094,71,59968
1749724950127.094,71,59965
1749724950128.094,72,59989
1749724950129.094,72,59983
1749724950130.094,72,59970
1749724950131.094,72,59979
1749724950132.094,72,59971
1749724950133.094,72,59972
1749724950134.094,72,59981
1749724950135.094,72,59983
1749724950136.094,72,59985
1749724950137.094,72,59970
1749724950138.094,72,59972
1749724950139.094,73,59980
1749724950140.094,73,59971
1749724950140.969,73,59980
1749724950141.969,73,59972
1749724950142.969,73,59966
1749724950143.969,73,59973
1749724950144.969,73,59973
1749724950145.969,73,59965
1749724950146.969,73,59982
1749724950147.969,73,59927
1749724950148.969,73,59872
1749724950149.969,74,59902
1749724950150.969,74,59958
1749724950151.969,74,59970
1749724950152.969,74,59981
1749724950153.969,74,59962
1749724950154.969,74,59974
1749724950155.969,74,59977
1749724950156.875,74,59992
1749724950157.875,74,59977
1749724950158.875,74,59965
1749724950159.875,74,59974
1749724950160.875,75,59976
1749724950161.875,75,59949
1749724950162.875,75,59853
1749724950163.875,75,59522
1749724950164.875,75,58998
1749724950165.875,75,59139
1749724950166.875,75,59736
1749724950167.875,75,59948
1749724950168.875,75,59975
1749724950169.875,75,59980
1749724950170.875,75,59980
1749724950171.875,76,59984
1749724950172.781,76,59975
1749724950173.781,76,59974
1749724950174.781,76,59972
1749724950175.781,76,59984
1749724950176.781,76,59975
1749724950177.781,76,59870
1749724950178.781,76,59364
1749724950179.781,76,57959
1749724950180.781,76,56685
1749724950181.781,76,56841
1749724950182.781,77,58354
1749724950183.781,77,59742
1749724950184.781,77,59971
1749724950185.781,77,59982
1749724950186.781,77,59964
1749724950187.781,77,59967
1749724950188.656,77,59975
1749724950189.656,77,59974
1749724950190.656,77,59978
1749724950191.656,77,59958
1749724950192.656,77,59925
1749724950193.656,78,59460
1749724950194.656,78,57788
1749724950195.656,78,55857
1749724950196.656,78,54326
1749724950197.656,78,54396
1749724950198.656,78,56045
1749724950199.656,78,58584
1749724950200.656,78,59867
1749724950201.656,78,59986
1749724950202.656,78,59983
1749724950203.656,78,59973
1749724950204.563,79,59989
1749724950205.562,79,59973
1749724950206.563,79,59975
1749724950207.562,79,59974
1749724950208.563,79,59777
1749724950209.563,79,58112
1749724950210.562,79,55501
1749724950211.563,79,53352
1749724950212.562,79,51812
1749724950213.563,79,51972
1749724950214.562,79,53799
1749724950215.563,80,56688
1749724950216.562,80,59555
1749724950217.563,80,59970
1749724950218.5618,80,59972
1749724950219.563,80,59978
1749724950220.438,80,59968
1749724950221.437,80,59975
1749724950222.438,80,59967
1749724950223.437,80,59922
1749724950224.438,80,59209
1749724950225.437,80,56337
1749724950226.438,81,53522
1749724950227.437,81,51223
1749724950228.438,81,49582
1749724950229.437,81,49749
1749724950230.438,81,51769
1749724950231.437,81,55200
1749724950232.438,81,58503
1749724950233.437,81,59917
1749724950234.438,81,59974
1749724950235.437,81,59984
1749724950236.281,81,59973
1749724950237.281,82,59987
1749724950238.281,82,59975
1749724950239.281,82,59774
1749724950240.281,82,57487
1749724950241.281,82,54108
1749724950242.281,82,51130
1749724950243.281,82,48748
1749724950244.281,82,47085
1749724950245.281,82,47334
1749724950246.281,82,49581
1749724950247.281,82,52986
1749724950248.281,83,56864
1749724950249.281,83,59661
1749724950250.281,83,59975
1749724950251.281,83,59971
1749724950252.188,83,59979
1749724950253.187,83,59975
1749724950254.188,83,59961
1749724950255.187,83,59249
1749724950256.188,83,55564
1749724950257.187,83,51882
1749724950258.188,83,48716
1749724950259.187,84,46245
1749724950260.187,84,44547
1749724950261.188,84,45000
1749724950262.187,84,47343
1749724950263.188,84,51022
1749724950264.187,84,55070
1749724950265.188,84,58710
1749724950266.187,84,59886
1749724950267.188,84,59971
1749724950268.094,84,59974
1749724950269.094,84,59973
1749724950270.094,85,59868
1749724950271.094,85,57919
1749724950272.094,85,53893
1749724950273.094,85,50080
1749724950274.094,85,47002
1749724950275.094,85,44436
1749724950276.094,85,42554
1749724950277.094,85,42828
1749724950278.094,85,45350
1749724950279.094,85,49149
1749724950280.094,85,53219
1749724950281.094,86,56962
1749724950282.094,86,59529
1749724950283.094,86,59932
1749724950284.063,86,59988
1749724950285.062,86,59964
1749724950286.063,86,59659
1749724950287.062,86,56558
1749724950288.063,86,52394
1749724950289.062,86,48491
1749724950290.062,86,45151
1749724950291.063,86,42492
1749724950292.062,87,40709
1749724950293.063,87,41112
1749724950294.062,87,43799
1749724950295.063,87,47634
1749724950296.062,87,51690
1749724950297.0632,87,55564
1749724950298.062,87,58402
1749724950299.063,87,59763
1749724950299.875,87,59910
1749724950300.875,87,59875
1749724950301.875,87,58856
1749724950302.875,88,55101
1749724950303.875,88,51000
1749724950304.875,88,47144
1749724950305.875,88,43830
1749724950306.875,88,41260
1749724950307.875,88,39492
1749724950308.875,88,39912
1749724950309.875,88,42612
1749724950310.875,88,46417
1749724950311.875,88,50470
1749724950312.875,88,54222
1749724950313.875,89,57431
1749724950314.875,89,59401
1749724950315.75,89,59813
1749724950316.75,89,59694
1749724950317.75,89,57697
1749724950318.75,89,53830
1749724950319.75,89,49719
1749724950320.75,89,45862
1749724950321.75,89,42595
1749724950322.75,89,40063
1749724950323.75,89,38368
1749724950324.75,90,38861
1749724950325.75,90,41621
1749724950326.75,90,45472
1749724950327.75,90,49575
1749724950328.75,90,53352
1749724950329.75,90,56440
1749724950330.75,90,58680
1749724950331.625,90,59592
1749724950332.625,90,59322
