Biopac.acq
Graph Created on: 2025-06-12 11:39:41.009
Recording on: 2025-06-12 12:42:40.750
1 msec/sample
2 channels
PPG, X, PPGED-R
Volts
ECG, X, RSPEC-R
mV
min	CH1	CH9	
	546616 samples	546616 samples	
4.70308	-0.506592	-0.904694	
4.7031	-0.516357	-0.904541	
4.70312	-0.526123	-0.900726	
4.70313	-0.536194	-0.897064	
4.70315	-0.545654	-0.890808	
4.70317	-0.55603	-0.885468	
4.70318	-0.565796	-0.874023	
4.7032	-0.575256	-0.85907	
4.70322	-0.585632	-0.842743	
4.70323	-0.594788	-0.829468	
4.70325	-0.603943	-0.814362	
4.70327	-0.612488	-0.793304	
4.70328	-0.621643	-0.780487	
4.7033	-0.630188	-0.774994	
4.70332	-0.638733	-0.772552	
4.70333	-0.647583	-0.775299	
4.70335	-0.656433	-0.773621	
4.70337	-0.666504	-0.775909	
4.70338	-0.673523	-0.782166	
4.7034	-0.681458	-0.785675	
4.70342	-0.690918	-0.787811	
4.70343	-0.699158	-0.788879	
4.70345	-0.704956	-0.794373	
4.70347	-0.714417	-0.800629	
4.70348	-0.72113	-0.811157	
4.7035	-0.730286	-0.819244	
4.70352	-0.735779	-0.822144	
4.70353	-0.744629	-0.830231	
4.70355	-0.751343	-0.847626	
4.70357	-0.758057	-0.862427	
4.70358	-0.765686	-0.872192	
4.7036	-0.771484	-0.878601	
4.70362	-0.779114	-0.885773	
4.70363	-0.783997	-0.895233	
4.70365	-0.791321	-0.904236	
4.70367	-0.797424	-0.910339	
4.70368	-0.802307	-0.914612	
4.7037	-0.808716	-0.919342	
4.70372	-0.81604	-0.92453	
4.70373	-0.821533	-0.931396	
4.70375	-0.826416	-0.936737	
4.70377	-0.831604	-0.944214	
4.70378	-0.836792	-0.953827	
4.7038	-0.843201	-0.965729	
4.70382	-0.846863	-0.973663	
4.70383	-0.852051	-0.977478	
4.70385	-0.856934	-0.983124	
4.70387	-0.861511	-0.985718	
4.70388	-0.865784	-0.983887	
4.7039	-0.869141	-0.983887	
4.70392	-0.872803	-0.988007	
4.70393	-0.87677	-0.990448	
4.70395	-0.880432	-0.99762	
4.70397	-0.882874	-1.00235	
4.70398	-0.888062	-1.00479	
4.704	-0.892639	-1.00479	
4.70402	-0.895996	-1.00113	
4.70403	-0.898132	-0.995483	
4.70405	-0.901184	-0.989075	
4.70407	-0.904846	-0.979004	
4.70408	-0.906372	-0.963135	
4.7041	-0.909729	-0.947266	
4.70412	-0.912476	-0.930023	
4.70413	-0.914612	-0.912781	
4.70415	-0.918274	-0.898132	
4.70417	-0.921631	-0.885315	
4.70418	-0.924683	-0.865784	
4.7042	-0.927124	-0.833893	
4.70422	-0.930176	-0.792847	
4.70423	-0.932617	-0.753784	
4.70425	-0.934448	-0.715942	
4.70427	-0.937805	-0.677032	
4.70428	-0.940857	-0.642395	
4.7043	-0.942993	-0.608826	
4.70432	-0.944519	-0.583344	
4.70433	-0.94696	-0.582733	
4.70435	-0.947266	-0.608826	
4.70437	-0.950012	-0.65979	
4.70438	-0.950928	-0.74295	
4.7044	-0.953674	-0.854034	
4.70442	-0.9552	-0.977173	
4.70443	-0.957031	-1.09848	
4.70445	-0.959473	-1.20712	
4.70447	-0.961609	-1.29883	
4.70448	-0.96405	-1.3739	
4.7045	-0.964661	-1.45264	
4.70452	-0.967407	-1.5535	
4.70453	-0.970154	-1.67206	
4.70455	-0.971069	-1.80618	
4.70457	-0.97168	-1.93741	
4.70458	-0.974121	-2.0517	
4.7046	-0.974731	-2.14767	
4.70462	-0.976563	-2.22824	
4.70463	-0.978699	-2.30942	
4.70465	-0.979309	-2.38068	
4.70467	-0.980835	-2.42645	
4.70468	-0.98114	-2.44827	
4.7047	-0.984497	-2.44873	
4.70472	-0.984497	-2.43744	
4.70473	-0.987244	-2.42645	
4.70475	-0.987244	-2.42416	
4.70477	-0.988159	-2.43408	
4.70478	-0.98938	-2.43851	
4.7048	-0.990906	-2.42584	
4.70482	-0.990906	-2.41074	
4.70483	-0.993347	-2.40646	
4.70485	-0.994568	-2.41501	
4.70487	-0.996094	-2.42981	
4.70488	-0.996399	-2.43362	
4.7049	-0.997009	-2.42249	
4.70492	-0.99823	-2.40021	
4.70493	-0.999451	-2.36786	
4.70495	-0.999146	-2.32849	
4.70497	-1.00159	-2.27798	
4.70498	-1.00342	-2.22244	
4.705	-1.00372	-2.17804	
4.70502	-1.00433	-2.14783	
4.70503	-1.00647	-2.12265	
4.70505	-1.00677	-2.09595	
4.70507	-1.00922	-2.06482	
4.70508	-1.01013	-2.03674	
4.7051	-1.01196	-2.01233	
4.70512	-1.01288	-1.98608	
4.70513	-1.01379	-1.95923	
4.70515	-1.01563	-1.9313	
4.70517	-1.01654	-1.90231	
4.70518	-1.01837	-1.88126	
4.7052	-1.01868	-1.86081	
4.70522	-1.02051	-1.84525	
4.70523	-1.02234	-1.83395	
4.70525	-1.02386	-1.82312	
4.70527	-1.02478	-1.80862	
4.70528	-1.02753	-1.79398	
4.7053	-1.02966	-1.78207	
4.70532	-1.03088	-1.77475	
4.70533	-1.03333	-1.77414	
4.70535	-1.03333	-1.77795	
4.70537	-1.03516	-1.77811	
4.70538	-1.03668	-1.76361	
4.7054	-1.04004	-1.72913	
4.70542	-1.04218	-1.68533	
4.70543	-1.04279	-1.64413	
4.70545	-1.04492	-1.60873	
4.70547	-1.04675	-1.57364	
4.70548	-1.0498	-1.53503	
4.7055	-1.05042	-1.50284	
4.70552	-1.05286	-1.46606	
4.70553	-1.05438	-1.41586	
4.70555	-1.0556	-1.35803	
4.70557	-1.05743	-1.29929	
4.70558	-1.05896	-1.24069	
4.7056	-1.06201	-1.18454	
4.70562	-1.06445	-1.13739	
4.70563	-1.06567	-1.10245	
4.70565	-1.0672	-1.07483	
4.70567	-1.06903	-1.04858	
4.70568	-1.07147	-1.02203	
4.7057	-1.07239	-0.993042	
4.70572	-1.07513	-0.970459	
4.70573	-1.07758	-0.956726	
4.70575	-1.07788	-0.942383	
4.70577	-1.0791	-0.923462	
4.70578	-1.08124	-0.904388	
4.7058	-1.0849	-0.891571	
4.70582	-1.08643	-0.885925	
4.70583	-1.08856	-0.8815	
4.70585	-1.09192	-0.879364	
4.70587	-1.09314	-0.876312	
4.70588	-1.09589	-0.873718	
4.7059	-1.09924	-0.865631	
4.70592	-1.10107	-0.849152	
4.70593	-1.10321	-0.829773	
4.70595	-1.10535	-0.819702	
4.70597	-1.1087	-0.817261	
4.70598	-1.11115	-0.817108	
4.706	-1.11389	-0.817719	
4.70602	-1.11633	-0.817261	
4.70603	-1.11938	-0.809479	
4.70605	-1.12152	-0.795441	
4.70607	-1.12549	-0.781097	
4.70608	-1.12762	-0.775146	
4.7061	-1.13037	-0.772705	
4.70612	-1.13281	-0.766144	
4.70613	-1.13525	-0.757904	
4.70615	-1.13739	-0.753937	
4.70617	-1.14227	-0.751038	
4.70618	-1.14532	-0.746307	
4.7062	-1.14777	-0.738068	
4.70622	-1.1496	-0.725555	
4.70623	-1.15356	-0.714874	
4.70625	-1.1557	-0.704651	
4.70627	-1.15845	-0.692902	
4.70628	-1.16211	-0.684967	
4.7063	-1.16486	-0.680237	
4.70632	-1.16821	-0.675201	
4.70633	-1.17035	-0.67215	
4.70635	-1.17371	-0.667419	
4.70637	-1.17676	-0.656128	
4.70638	-1.18073	-0.64209	
4.7064	-1.18408	-0.633545	
4.70642	-1.18622	-0.621796	
4.70643	-1.18958	-0.607452	
4.70645	-1.19232	-0.597839	
4.70647	-1.1969	-0.592499	
4.70648	-1.19995	-0.5896	
4.7065	-1.20209	-0.589447	
4.70652	-1.20544	-0.584869	
4.70653	-1.21033	-0.572815	
4.70655	-1.21338	-0.557861	
4.70657	-1.21857	-0.545807	
4.70658	-1.22101	-0.537262	
4.7066	-1.22559	-0.533142	
4.70662	-1.22864	-0.525665	
4.70663	-1.23322	-0.516663	
4.70665	-1.23779	-0.509796	
4.70667	-1.24054	-0.502014	
4.70668	-1.24542	-0.491943	
4.7067	-1.24817	-0.481567	
4.70672	-1.25305	-0.463104	
4.70673	-1.25641	-0.441284	
4.70675	-1.26038	-0.423584	
4.70677	-1.26251	-0.40863	
4.70678	-1.26587	-0.391541	
4.7068	-1.27014	-0.375061	
4.70682	-1.2735	-0.361938	
4.70683	-1.27655	-0.349579	
4.70685	-1.28174	-0.333862	
4.70687	-1.28479	-0.318146	
4.70688	-1.29028	-0.303497	
4.7069	-1.29333	-0.283813	
4.70692	-1.2973	-0.264282	
4.70693	-1.30219	-0.249481	
4.70695	-1.30646	-0.233765	
4.70697	-1.30951	-0.217438	
4.70698	-1.31348	-0.196381	
4.707	-1.31805	-0.180206	
4.70702	-1.32202	-0.166626	
4.70703	-1.32599	-0.153351	
4.70705	-1.33087	-0.135193	
4.70707	-1.33423	-0.113983	
4.70708	-1.33759	-0.092926	
4.7071	-1.34094	-0.071106	
4.70712	-1.34521	-0.0491333	
4.70713	-1.3504	-0.0306702	
4.70715	-1.35315	-0.0169373	
4.70717	-1.35773	-0.00274658	
4.70718	-1.36108	0.0163269	
4.7072	-1.36475	0.035553	
4.70722	-1.37054	0.0527954	
4.70723	-1.37482	0.0717163	
4.70725	-1.37756	0.0918579	
4.70727	-1.38245	0.111847	
4.70728	-1.3858	0.131073	
4.7073	-1.38947	0.151062	
4.70732	-1.3916	0.175171	
4.70733	-1.3974	0.197449	
4.70735	-1.40076	0.216827	
4.70737	-1.40472	0.232544	
4.70738	-1.40778	0.253906	
4.7074	-1.41174	0.275879	
4.70742	-1.41632	0.294037	
4.70743	-1.41998	0.310211	
4.70745	-1.42426	0.328522	
4.70747	-1.4267	0.346222	
4.70748	-1.43158	0.359344	
4.7075	-1.43433	0.371552	
4.70752	-1.4389	0.386353	
4.70753	-1.44226	0.401611	
4.70755	-1.44592	0.42038	
4.70757	-1.45142	0.437775	
4.70758	-1.45386	0.452881	
4.7076	-1.45782	0.464783	
4.70762	-1.46057	0.476532	
4.70763	-1.46637	0.489197	
4.70765	-1.47064	0.49942	
4.70767	-1.47369	0.505676	
4.70768	-1.47827	0.51239	
4.7077	-1.48163	0.519104	
4.70772	-1.48499	0.524292	
4.70773	-1.49048	0.531158	
4.70775	-1.49506	0.540924	
4.70777	-1.49811	0.543976	
4.70778	-1.50299	0.541687	
4.7078	-1.50604	0.538788	
4.70782	-1.5097	0.53421	
4.70783	-1.51215	0.529785	
4.70785	-1.51581	0.524292	
4.70787	-1.51947	0.51712	
4.70788	-1.52191	0.509491	
4.7079	-1.52466	0.498352	
4.70792	-1.52527	0.484161	
4.70793	-1.52802	0.473175	
4.70795	-1.52985	0.465393	
4.70797	-1.53198	0.454102	
4.70798	-1.53137	0.438538	
4.708	-1.53137	0.420685	
4.70802	-1.53076	0.400543	
4.70803	-1.53046	0.38269	
4.70805	-1.52985	0.363159	
4.70807	-1.52679	0.345612	
4.70808	-1.52374	0.32608	
4.7081	-1.52039	0.300598	
4.70812	-1.51703	0.276184	
4.70813	-1.51154	0.253601	
4.70815	-1.50513	0.231781	
4.70817	-1.49872	0.212402	
4.70818	-1.49078	0.196228	
4.7082	-1.48163	0.176849	
4.70822	-1.47339	0.155945	
4.70823	-1.46423	0.133972	
4.70825	-1.45264	0.111542	
4.70827	-1.44043	0.0891113	
4.70828	-1.42975	0.0671387	
4.7083	-1.41541	0.0411987	
4.70832	-1.40106	0.0119019	
4.70833	-1.38641	-0.0196838	
4.70835	-1.37024	-0.0515747	
4.70837	-1.35437	-0.0801086	
4.70838	-1.33789	-0.10498	
4.7084	-1.31897	-0.129395	
4.70842	-1.30157	-0.154266	
4.70843	-1.28052	-0.177155	
4.70845	-1.26251	-0.198669	
4.70847	-1.24146	-0.218506	
4.70848	-1.22009	-0.235596	
4.7085	-1.19904	-0.25116	
4.70852	-1.17737	-0.275726	
4.70853	-1.1557	-0.301056	
4.70855	-1.1319	-0.319672	
4.70857	-1.10718	-0.337067	
4.70858	-1.08337	-0.35614	
4.7086	-1.05896	-0.370636	
4.70862	-1.03394	-0.383606	
4.70863	-1.00922	-0.40329	
4.70865	-0.982361	-0.428314	
4.70867	-0.955505	-0.450745	
4.70868	-0.929871	-0.468445	
4.7087	-0.9021	-0.485535	
4.70872	-0.874634	-0.502777	
4.70873	-0.847473	-0.522156	
4.70875	-0.818787	-0.537109	
4.70877	-0.7901	-0.547333	
4.70878	-0.762634	-0.557251	
4.7088	-0.733643	-0.569305	
4.70882	-0.705566	-0.584259	
4.70883	-0.67688	-0.596466	
4.70885	-0.647278	-0.605927	
4.70887	-0.618896	-0.61615	
4.70888	-0.591736	-0.627136	
4.7089	-0.561829	-0.639496	
4.70892	-0.532227	-0.652618	
4.70893	-0.504761	-0.666351	
4.70895	-0.475769	-0.678864	
4.70897	-0.448608	-0.689392	
4.70898	-0.420837	-0.700531	
4.709	-0.392761	-0.70694	
4.70902	-0.36499	-0.716705	
4.70903	-0.339661	-0.730591	
4.70905	-0.312195	-0.743103	
4.70907	-0.284424	-0.752716	
4.70908	-0.258179	-0.754089	
4.7091	-0.231934	-0.753784	
4.70912	-0.20752	-0.760193	
4.70913	-0.180664	-0.772247	
4.70915	-0.155945	-0.786896	
4.70917	-0.131226	-0.799866	
4.70918	-0.107117	-0.809326	
4.7092	-0.0848389	-0.816193	
4.70922	-0.0616455	-0.81955	
4.70923	-0.0402832	-0.819702	
4.70925	-0.0180054	-0.816803	
4.70927	0.00335693	-0.815125	
4.70928	0.0231934	-0.815277	
4.7093	0.0445557	-0.816193	
4.70932	0.0643921	-0.817566	
4.70933	0.0830078	-0.819397	
4.70935	0.102539	-0.821381	
4.70937	0.120239	-0.82428	
4.70938	0.138245	-0.831146	
4.7094	0.154114	-0.836945	
4.70942	0.172424	-0.84549	
4.70943	0.188599	-0.851288	
4.70945	0.205688	-0.856171	
4.70947	0.221558	-0.856323	
4.70948	0.235901	-0.856323	
4.7095	0.248108	-0.858459	
4.70952	0.261841	-0.863495	
4.70953	0.274963	-0.867615	
4.70955	0.28717	-0.868378	
4.70957	0.299377	-0.866089	
4.70958	0.309753	-0.863647	
4.7096	0.322571	-0.863342	
4.70962	0.332336	-0.860748	
4.70963	0.341797	-0.859375	
4.70965	0.351257	-0.863342	
4.70967	0.361328	-0.865784	
4.70968	0.369263	-0.861816	
4.7097	0.376892	-0.856323	
4.70972	0.384521	-0.854645	
4.70973	0.392151	-0.857849	
4.70975	0.398865	-0.861053	
4.70977	0.404053	-0.868225	
4.70978	0.410461	-0.87738	
4.7098	0.413513	-0.885162	
4.70982	0.418701	-0.890198	
4.70983	0.423889	-0.89325	
4.70985	0.426941	-0.895386	
4.70987	0.430908	-0.895386	
4.70988	0.433044	-0.892944	
4.7099	0.436401	-0.891113	
4.70992	0.438843	-0.891876	
4.70993	0.440674	-0.892487	
4.70995	0.441895	-0.888214	
4.70997	0.442505	-0.881195	
4.70998	0.444031	-0.87326	
4.71	0.443726	-0.868225	
4.71002	0.444336	-0.866089	
4.71003	0.44342	-0.868683	
4.71005	0.441895	-0.873108	
4.71007	0.442505	-0.878448	
4.71008	0.440369	-0.880432	
4.7101	0.437622	-0.878448	
4.71012	0.435486	-0.876007	
4.71013	0.43335	-0.874634	
4.71015	0.431824	-0.875092	
4.71017	0.427551	-0.873566	
4.71018	0.423889	-0.873413	
4.7102	0.418701	-0.874023	
4.71022	0.414734	-0.876312	
4.71023	0.411072	-0.878143	
4.71025	0.406189	-0.879059	
4.71027	0.401611	-0.884552	
4.71028	0.396729	-0.888367	
4.7103	0.392151	-0.891113	
4.71032	0.384521	-0.894012	
4.71033	0.379639	-0.897522	
4.71035	0.374146	-0.895996	
4.71037	0.369263	-0.894012	
4.71038	0.361938	-0.894623	
4.7104	0.357666	-0.893402	
4.71042	0.352173	-0.895538	
4.71043	0.344849	-0.897217	
4.71045	0.33905	-0.898285	
4.71047	0.330811	-0.900116	
4.71048	0.325928	-0.899658	
4.7105	0.318604	-0.895996	
4.71052	0.311584	-0.895233	
4.71053	0.305786	-0.897522	
4.71055	0.299072	-0.904541	
4.71057	0.289612	-0.909729	
4.71058	0.282898	-0.91095	
4.7106	0.275269	-0.905151	
4.71062	0.267334	-0.898438	
4.71063	0.26062	-0.897522	
4.71065	0.252075	-0.900269	
4.71067	0.244446	-0.904388	
4.71068	0.236206	-0.904541	
4.7107	0.228577	-0.899963	
4.71072	0.220642	-0.897675	
4.71073	0.211487	-0.900116	
4.71075	0.203857	-0.903168	
4.71077	0.195313	-0.904999	
4.71078	0.186768	-0.904236	
4.7108	0.178833	-0.898285	
4.71082	0.169678	-0.891571	
4.71083	0.160522	-0.884094	
4.71085	0.150452	-0.879211	
4.71087	0.142517	-0.878448	
4.71088	0.133057	-0.880432	
4.7109	0.123901	-0.885315	
4.71092	0.115356	-0.890656	
4.71093	0.105591	-0.897369	
4.71095	0.0964355	-0.904083	
4.71097	0.0857544	-0.905151	
4.71098	0.0765991	-0.901794	
4.711	0.0674438	-0.897827	
4.71102	0.0567627	-0.897369	
4.71103	0.0469971	-0.898132	
4.71105	0.0384521	-0.898285	
4.71107	0.027771	-0.900726	
4.71108	0.0170898	-0.904846	
4.7111	0.00854492	-0.904999	
4.71112	-0.0012207	-0.902863	
4.71113	-0.0134277	-0.898743	
4.71115	-0.0234985	-0.896301	
4.71117	-0.0354004	-0.894928	
4.71118	-0.0463867	-0.892944	
4.7112	-0.0579834	-0.890656	
4.71122	-0.0680542	-0.888672	
4.71123	-0.0793457	-0.886383	
4.71125	-0.0915527	-0.88562	
4.71127	-0.102234	-0.88562	
4.71128	-0.113831	-0.883789	
4.7113	-0.123901	-0.883789	
4.71132	-0.136108	-0.886993	
4.71133	-0.145874	-0.889282	
4.71135	-0.157471	-0.887756	
4.71137	-0.169067	-0.88562	
4.71138	-0.180359	-0.883484	
4.7114	-0.191956	-0.883789	
4.71142	-0.202026	-0.888062	
4.71143	-0.214539	-0.890961	
4.71145	-0.224609	-0.892792	
4.71147	-0.236511	-0.891266	
4.71148	-0.246582	-0.892334	
4.7115	-0.258789	-0.895538	
4.71152	-0.270081	-0.899963	
4.71153	-0.281677	-0.900269	
4.71155	-0.292664	-0.897217	
4.71157	-0.303345	-0.893402	
4.71158	-0.314941	-0.890808	
4.7116	-0.326233	-0.889893	
4.71162	-0.33783	-0.886078	
4.71163	-0.3479	-0.883331	
4.71165	-0.359497	-0.885315	
4.71167	-0.371704	-0.885315	
4.71168	-0.381775	-0.876312	
4.7117	-0.392761	-0.86731	
4.71172	-0.403442	-0.866089	
4.71173	-0.415649	-0.866547	
4.71175	-0.426941	-0.868835	
4.71177	-0.437927	-0.871582	
4.71178	-0.447693	-0.873718	
4.7118	-0.458069	-0.876007	
4.71182	-0.467529	-0.876465	
4.71183	-0.477905	-0.878143	
4.71185	-0.489502	-0.88028	
4.71187	-0.499573	-0.880737	
4.71188	-0.509644	-0.877991	
4.7119	-0.52002	-0.868378	
4.71192	-0.52887	-0.858917	
4.71193	-0.53894	-0.854645	
4.71195	-0.548706	-0.853729	
4.71197	-0.558167	-0.856171	
4.71198	-0.567932	-0.856934	
4.712	-0.577087	-0.85434	
4.71202	-0.585327	-0.85495	
4.71203	-0.595093	-0.856323	
4.71205	-0.605469	-0.858459	
4.71207	-0.614624	-0.860748	
4.71208	-0.621948	-0.861359	
4.7121	-0.631409	-0.861053	
4.71212	-0.639343	-0.858612	
4.71213	-0.648804	-0.856323	
4.71215	-0.656738	-0.856018	
4.71217	-0.664368	-0.858917	
4.71218	-0.671997	-0.861053	
4.7122	-0.680847	-0.861511	
4.71222	-0.687561	-0.858002	
4.71223	-0.694275	-0.852356	
4.71225	-0.70282	-0.848694	
4.71227	-0.710449	-0.844116	
4.71228	-0.717468	-0.841675	
4.7123	-0.724487	-0.841064	
4.71232	-0.731812	-0.838623	
4.71233	-0.739746	-0.836182	
4.71235	-0.746155	-0.836182	
4.71237	-0.753174	-0.839691	
4.71238	-0.760193	-0.845947	
4.7124	-0.766296	-0.848694	
4.71242	-0.772705	-0.849609	
4.71243	-0.779724	-0.853119	
4.71245	-0.784607	-0.853577	
4.71247	-0.791016	-0.85434	
4.71248	-0.796814	-0.85434	
4.7125	-0.802002	-0.85144	
4.71252	-0.80658	-0.846558	
4.71253	-0.812988	-0.843964	
4.71255	-0.818787	-0.842896	
4.71257	-0.823975	-0.844421	
4.71258	-0.828552	-0.8461	
4.7126	-0.83374	-0.84671	
4.71262	-0.839233	-0.849457	
4.71263	-0.84137	-0.855865	
4.71265	-0.846252	-0.856323	
4.71267	-0.849304	-0.851288	
4.71268	-0.853271	-0.842743	
4.7127	-0.856628	-0.834961	
4.71272	-0.860596	-0.832214	
4.71273	-0.865479	-0.833893	
4.71275	-0.86853	-0.836487	
4.71277	-0.871277	-0.834503	
4.71278	-0.873413	-0.827332	
4.7128	-0.87677	-0.819702	
4.71282	-0.880127	-0.817871	
4.71283	-0.882874	-0.819092	
4.71285	-0.88623	-0.81955	
4.71287	-0.888367	-0.821533	
4.71288	-0.891113	-0.822754	
4.7129	-0.893555	-0.823822	
4.71292	-0.897522	-0.815125	
4.71293	-0.900269	-0.800934	
4.71295	-0.90332	-0.786743	
4.71297	-0.905762	-0.773621	
4.71298	-0.908508	-0.758972	
4.713	-0.91217	-0.745392	
4.71302	-0.913391	-0.727539	
4.71303	-0.915222	-0.710297	
4.71305	-0.917358	-0.690613	
4.71307	-0.920105	-0.673218	
4.71308	-0.922241	-0.660858	
4.7131	-0.924377	-0.653992	
4.71312	-0.925903	-0.651703	
4.71313	-0.928345	-0.653229	
4.71315	-0.928345	-0.65033	
4.71317	-0.930481	-0.641327	
4.71318	-0.932922	-0.629272	
4.7132	-0.933228	-0.615082	
4.71322	-0.933228	-0.604553	
4.71323	-0.935364	-0.594177	
4.71325	-0.935059	-0.58197	
4.71327	-0.937805	-0.569916	
4.71328	-0.93811	-0.556335	
4.7133	-0.938721	-0.543213	
4.71332	-0.940247	-0.529633	
4.71333	-0.940857	-0.525818	
4.71335	-0.939941	-0.528259	
4.71337	-0.939941	-0.531921	
4.71338	-0.941772	-0.528259	
4.7134	-0.944519	-0.522003	
4.71342	-0.943298	-0.51712	
4.71343	-0.945129	-0.523071	
4.71345	-0.94574	-0.53299	
4.71347	-0.945435	-0.546875	
4.71348	-0.94696	-0.56427	
4.7135	-0.946655	-0.581207	
4.71352	-0.947876	-0.593414	
4.71353	-0.947266	-0.601501	
4.71355	-0.947876	-0.608673	
4.71357	-0.947266	-0.613403	
4.71358	-0.947266	-0.616608	
4.7136	-0.949402	-0.623932	
4.71362	-0.949402	-0.630798	
4.71363	-0.950012	-0.633545	
4.71365	-0.949707	-0.63797	
4.71367	-0.950012	-0.643463	
4.71368	-0.950012	-0.652924	
4.7137	-0.950012	-0.661926	
4.71372	-0.949707	-0.670013	
4.71373	-0.950623	-0.67276	
4.71375	-0.949707	-0.670624	
4.71377	-0.949097	-0.667877	
4.71378	-0.950012	-0.66452	
4.7138	-0.950012	-0.669708	
4.71382	-0.950012	-0.678406	
4.71383	-0.949707	-0.688782	
4.71385	-0.950317	-0.69809	
4.71387	-0.950317	-0.708923	
4.71388	-0.950012	-0.7164	
4.7139	-0.950012	-0.723724	
4.71392	-0.949707	-0.731812	
4.71393	-0.949707	-0.736237	
4.71395	-0.949402	-0.740814	
4.71397	-0.950317	-0.743408	
4.71398	-0.950012	-0.749817	
4.714	-0.949707	-0.751038	
4.71402	-0.950012	-0.752563	
4.71403	-0.949707	-0.757446	
4.71405	-0.949402	-0.764771	
4.71407	-0.950012	-0.770111	
4.71408	-0.949707	-0.776672	
4.7141	-0.950012	-0.777893	
4.71412	-0.950317	-0.778046	
4.71413	-0.950012	-0.780182	
4.71415	-0.950623	-0.785675	
4.71417	-0.950317	-0.794067	
4.71418	-0.951233	-0.799408	
4.7142	-0.952148	-0.802155	
4.71422	-0.954285	-0.801849	
4.71423	-0.9552	-0.798035	
4.71425	-0.95459	-0.797119	
4.71427	-0.957336	-0.794678	
4.71428	-0.959167	-0.792084	
4.7143	-0.959778	-0.788269	
4.71432	-0.962219	-0.782928	
4.71433	-0.962219	-0.779877	
4.71435	-0.964661	-0.780029	
4.71437	-0.967712	-0.782623	
4.71438	-0.969543	-0.786896	
4.7144	-0.969849	-0.78537	
4.71442	-0.971985	-0.780029	
4.71443	-0.973816	-0.771637	
4.71445	-0.977478	-0.767822	
4.71447	-0.979004	-0.76889	
4.71448	-0.98053	-0.772858	
4.7145	-0.982361	-0.781708	
4.71452	-0.984497	-0.787048	
4.71453	-0.988464	-0.787354	
4.71455	-0.98938	-0.783081	
4.71457	-0.992432	-0.778198	
4.71458	-0.994873	-0.775146	
4.7146	-0.996704	-0.772858	
4.71462	-0.997925	-0.771027	
4.71463	-1.00128	-0.77179	
4.71465	-1.00433	-0.768127	
4.71467	-1.00647	-0.763397	
4.71468	-1.01013	-0.75882	
4.7147	-1.01105	-0.758057	
4.71472	-1.0141	-0.759888	
4.71473	-1.01593	-0.763092	
4.71475	-1.01776	-0.76828	
4.71477	-1.02112	-0.772858	
4.71478	-1.02356	-0.779572	
4.7148	-1.026	-0.783081	
4.71482	-1.02844	-0.790253	
4.71483	-1.03027	-0.801697	
4.71485	-1.03271	-0.819244	
4.71487	-1.03516	-0.839386	
4.71488	-1.0379	-0.853424	
4.7149	-1.04004	-0.864105	
4.71492	-1.04309	-0.875549	
4.71493	-1.04462	-0.889282	
4.71495	-1.04828	-0.897064	
4.71497	-1.05164	-0.896301	
4.71498	-1.05469	-0.882111	
4.715	-1.05774	-0.855408	
4.71502	-1.05988	-0.822754	
4.71503	-1.06262	-0.783997	
4.71505	-1.06537	-0.73761	
4.71507	-1.06873	-0.680542	
4.71508	-1.07208	-0.625763	
4.7151	-1.07361	-0.569611	
4.71512	-1.07697	-0.50827	
4.71513	-1.08032	-0.440674	
4.71515	-1.08246	-0.368652	
4.71517	-1.08368	-0.281372	
4.71518	-1.08887	-0.174866	
4.7152	-1.09253	-0.052948	
4.71522	-1.09619	0.0653076	
4.71523	-1.09863	0.179138	
4.71525	-1.10138	0.29541	
4.71527	-1.10596	0.413361	
4.71528	-1.1087	0.543671	
4.7153	-1.11328	0.690918	
4.71532	-1.11633	0.825348	
4.71533	-1.12	0.934296	
4.71535	-1.12366	1.02417	
4.71537	-1.12823	1.10779	
4.71538	-1.13098	1.18896	
4.7154	-1.13495	1.2674	
4.71542	-1.13861	1.34293	
4.71543	-1.14227	1.40961	
4.71545	-1.14746	1.44272	
4.71547	-1.15112	1.43112	
4.71548	-1.15387	1.39221	
4.7155	-1.15753	1.33743	
4.71552	-1.16241	1.2677	
4.71553	-1.16547	1.19827	
4.71555	-1.17035	1.12625	
4.71557	-1.17249	1.04019	
4.71558	-1.17645	0.929108	
4.7156	-1.18134	0.792694	
4.71562	-1.185	0.653687	
4.71563	-1.19019	0.518799	
4.71565	-1.19415	0.393066	
4.71567	-1.19873	0.294952	
4.71568	-1.20209	0.21759	
4.7157	-1.20605	0.149536	
4.71572	-1.21063	0.0820923	
4.71573	-1.21338	0.0204468	
4.71575	-1.21857	-0.0486755	
4.71577	-1.22314	-0.137939	
4.71578	-1.22864	-0.233765	
4.7158	-1.23291	-0.309906	
4.71582	-1.23535	-0.361328	
4.71583	-1.24115	-0.397339	
4.71585	-1.24603	-0.43396	
4.71587	-1.25	-0.47226	
4.71588	-1.25427	-0.51239	
4.7159	-1.25885	-0.553436	
4.71592	-1.26282	-0.589294	
4.71593	-1.26709	-0.611877	
4.71595	-1.27228	-0.622559	
4.71597	-1.27716	-0.624237	
4.71598	-1.27991	-0.622406	
4.716	-1.28448	-0.625458	
4.71602	-1.28845	-0.628204	
4.71603	-1.29456	-0.630188	
4.71605	-1.30005	-0.632935	
4.71607	-1.30493	-0.63797	
4.71608	-1.30676	-0.646057	
