Local: ,2025-05-22 00:00:00+02:00,tz_sec ,7200
Linux Epoch (ms):,1747864800000.0
PPG Timestamp,PPG,ADXL Timestamp,X,Y,Z
1747907050117.813,228760,1747907050098.937,-77,-33,-121
1747907050137.687,228782,1747907050118.75,-77,-36,-128
1747907050157.531,228858,1747907050138.625,-84,-32,-124
1747907050177.375,228903,1747907050158.5,-88,-34,-122
1747907050197.219,228949,1747907050178.313,-74,-36,-121
1747907050217.094,229012,1747907050198.156,-90,-29,-120
1747907050236.937,229076,1747907050218.0,-85,-33,-116
1747907050256.75,229162,1747907050237.813,-80,-35,-123
1747907050276.625,229241,1747907050257.719,-77,-30,-121
1747907050296.469,229337,1747907050277.531,-72,-31,-117
1747907050316.344,229406,1747907050297.406,-82,-32,-125
1747907050336.156,229470,1747907050317.25,-77,-32,-122
1747907050356.0,229447,1747907050337.063,-81,-29,-125
1747907050375.844,229322,1747907050356.938,-89,-31,-121
1747907050395.688,229123,1747907050376.75,-82,-34,-114
1747907050415.5,228878,1747907050396.625,-80,-41,-114
1747907050435.344,228614,1747907050416.469,-88,-31,-121
1747907050455.219,228412,1747907050436.281,-80,-38,-128
1747907050475.063,228232,1747907050456.125,-87,-33,-128
1747907050494.906,228052,1747907050475.969,-84,-32,-116
1747907050514.75,227945,1747907050495.875,-88,-34,-113
1747907050534.625,227799,1747907050515.688,-84,-33,-121
1747907050554.469,227730,1747907050535.531,-85,-32,-124
1747907050574.281,227683,1747907050555.406,-76,-31,-121
1747907050594.156,227638,1747907050575.219,-76,-26,-122
1747907050614.031,227599,1747907050595.062,-82,-33,-114
1747907050633.844,227547,1747907050614.969,-92,-31,-125
1747907050653.688,227537,1747907050634.75,-87,-32,-112
1747907050673.531,227489,1747907050654.625,-77,-38,-121
1747907050693.375,227482,1747907050674.469,-97,-8,-137
1747907050713.25,227436,1747907050694.313,-87,-36,-116
1747907050733.063,227438,1747907050714.156,-87,-33,-114
1747907050752.938,227432,1747907050734.0,-77,-32,-129
1747907050772.781,227439,1747907050753.875,-79,-36,-114
1747907050792.625,227437,1747907050773.6868,-77,-32,-116
1747907050812.469,227468,1747907050793.5,-85,-33,-116
1747907050832.281,227514,1747907050813.375,-84,-36,-121
1747907050852.156,227593,1747907050833.25,-93,-34,-119
1747907050872.031,227639,1747907050853.125,-88,-30,-125
1747907050891.875,227697,1747907050872.937,-80,-32,-121
1747907050911.688,227781,1747907050892.781,-80,-36,-121
1747907050931.563,227840,1747907050912.656,-84,-36,-125
1747907050951.437,227948,1747907050932.469,-80,-34,-116
1747907050971.281,228028,1747907050952.375,-65,-38,-113
1747907050991.094,228111,1747907050972.188,-79,-36,-112
1747907051010.969,228221,1747907050992.063,-93,-32,-122
1747907051030.813,228327,1747907051011.906,-85,-9,-128
1747907051050.687,228422,1747907051031.75,-89,-33,-120
1747907051070.5,228518,1747907051051.594,-80,-34,-122
1747907051090.375,228642,1747907051071.438,-89,-32,-129
1747907051110.219,228758,1747907051091.281,-80,-37,-122
1747907051130.063,228790,1747907051111.125,-87,-32,-121
1747907051149.906,228748,1747907051130.969,-80,-32,-120
1747907051169.75,228613,1747907051150.812,-88,-36,-121
1747907051189.594,228428,1747907051170.656,-77,-32,-120
1747907051209.438,228233,1747907051190.5,-80,-35,-124
1747907051229.281,228034,1747907051210.375,-73,-32,-117
1747907051249.125,227869,1747907051230.219,-77,-36,-121
1747907051268.969,227746,1747907051250.031,-90,-27,-116
1747907051288.844,227652,1747907051269.875,-74,-34,-121
1747907051308.656,227558,1747907051289.75,-57,-38,-121
1747907051328.531,227522,1747907051309.625,-90,-36,-112
1747907051348.375,227493,1747907051329.469,-74,-32,-120
1747907051368.25,227469,1747907051349.313,-90,-22,-121
1747907051388.094,227470,1747907051369.1558,-79,-32,-122
1747907051407.938,227472,1747907051389.031,-80,-34,-121
1747907051427.812,227471,1747907051408.875,-84,-32,-112
1747907051447.687,227450,1747907051428.719,-76,-33,-126
1747907051467.469,227437,1747907051448.625,-89,-34,-121
1747907051487.344,227411,1747907051468.437,-88,-32,-128
1747907051507.219,227404,1747907051488.281,-89,-33,-118
1747907051527.062,227430,1747907051508.125,-79,-30,-121
1747907051546.906,227435,1747907051528.031,-82,-34,-121
1747907051566.75,227463,1747907051547.813,-80,-40,-121
1747907051586.625,227517,1747907051567.687,-89,-31,-117
1747907051606.469,227572,1747907051587.531,-76,-23,-116
1747907051626.344,227648,1747907051607.375,-89,-33,-122
1747907051646.188,227718,1747907051627.281,-76,-36,-125
1747907051666.0308,227819,1747907051647.125,-85,-35,-112
1747907051685.906,227902,1747907051666.969,-77,-34,-116
1747907051705.75,227994,1747907051686.812,-91,-14,-122
1747907051725.594,228079,1747907051706.688,-80,-39,-117
1747907051745.531,228167,1747907051726.562,-77,-32,-114
1747907051765.312,228288,1747907051746.375,-79,-41,-108
1747907051785.156,228400,1747907051766.313,-80,-32,-124
1747907051804.969,228492,1747907051786.094,-87,-36,-121
1747907051824.844,228612,1747907051805.938,-77,-34,-125
1747907051844.75,228724,1747907051825.75,-87,-32,-113
1747907051864.625,228838,1747907051845.656,-90,-31,-125
1747907051884.437,228950,1747907051865.594,-80,-31,-122
1747907051904.313,229007,1747907051885.406,-90,-34,-121
1747907051924.156,228968,1747907051905.219,-81,-34,-121
1747907051944.0,228881,1747907051925.094,-80,-36,-121
1747907051963.844,228731,1747907051944.937,-90,-33,-121
1747907051983.781,228559,1747907051964.813,-72,-36,-116
1747907052003.594,228432,1747907051984.625,-84,-33,-112
1747907052023.438,228298,1747907052004.5,-79,-36,-124
1747907052043.312,228203,1747907052024.375,-68,-28,-119
1747907052063.188,228128,1747907052044.25,-87,-36,-121
1747907052083.031,228095,1747907052064.094,-80,-36,-122
1747907052102.875,228069,1747907052084.031,-84,-18,-116
1747907052122.719,228093,1747907052103.812,-80,-34,-121
1747907052142.594,228140,1747907052123.688,-77,-34,-127
1747907052162.469,228165,1747907052143.5,-87,-34,-112
1747907052182.313,228175,1747907052163.375,-90,-32,-121
1747907052202.187,228210,1747907052183.281,-81,-32,-116
1747907052222.062,228228,1747907052203.125,-88,-30,-125
1747907052241.9382,228254,1747907052222.969,-79,-36,-116
1747907052261.75,228273,1747907052242.844,-85,-33,-116
