recording_2_ecgppg_biopac_noisy.acq
Graph Created on: 2025-05-22 11:33:37.664
Recording on: 2025-05-22 11:54:40.285
1 msec/sample
2 channels
PPG, X, PPGED-R
Volts
ECG, Y, RSPEC-R
mV
milliSec	CH1	CH13	
	311320 samples	311320 samples	
537	-0.856628	0.131683	
538	-0.857239	0.13916	
539	-0.861206	0.140991	
540	-0.862122	0.138855	
541	-0.865479	0.134583	
542	-0.870667	0.129395	
543	-0.871277	0.12619	
544	-0.874634	0.125427	
545	-0.87616	0.124969	
546	-0.876465	0.119781	
547	-0.877075	0.109253	
548	-0.881042	0.0958252	
549	-0.883484	0.0839233	
550	-0.88501	0.0779724	
551	-0.88623	0.0747681	
552	-0.88562	0.0733948	
553	-0.887146	0.0761414	
554	-0.887451	0.085144	
555	-0.887451	0.0976563	
556	-0.890808	0.111389	
557	-0.887451	0.121002	
558	-0.886536	0.124054	
559	-0.888672	0.119476	
560	-0.886536	0.117493	
561	-0.88623	0.116425	
562	-0.885315	0.113068	
563	-0.885315	0.111694	
564	-0.882568	0.108337	
565	-0.881348	0.105591	
566	-0.876465	0.102386	
567	-0.875854	0.0942993	
568	-0.872192	0.0811768	
569	-0.868225	0.0691223	
570	-0.866699	0.0566101	
571	-0.862122	0.0515747	
572	-0.857849	0.0520325	
573	-0.853271	0.0569153	
574	-0.848389	0.0637817	
575	-0.843506	0.0732422	
576	-0.838318	0.0827026	
577	-0.832825	0.0897217	
578	-0.826721	0.0901794	
579	-0.819397	0.0875854	
580	-0.813599	0.08255	
581	-0.808105	0.0796509	
582	-0.799561	0.0764465	
583	-0.792236	0.0727844	
584	-0.784302	0.0701904	
585	-0.778198	0.0662231	
586	-0.770264	0.0601196	
587	-0.760803	0.0505066	
588	-0.753479	0.0366211	
589	-0.744934	0.0219727	
590	-0.735168	0.0088501	
591	-0.726318	0.00259399	
592	-0.715637	0.000610352	
593	-0.705566	0.00610352	
594	-0.692139	0.0170898	
595	-0.682068	0.0250244	
596	-0.671997	0.0344849	
597	-0.657959	0.0405884	
598	-0.647583	0.0413513	
599	-0.63446	0.0404358	
600	-0.622559	0.0364685	
601	-0.609131	0.0309753	
602	-0.597839	0.0259399	
603	-0.583801	0.0205994	
604	-0.568848	0.0169373	
605	-0.558777	0.0123596	
606	-0.544128	0.00762939	
607	-0.52948	0	
608	-0.514832	-0.0140381	
609	-0.500183	-0.0309753	
610	-0.48584	-0.0413513	
611	-0.474854	-0.0439453	
612	-0.458679	-0.0413513	
613	-0.446777	-0.0357056	
614	-0.432129	-0.0263977	
615	-0.419006	-0.0149536	
616	-0.404358	-0.00366211	
617	-0.389404	0.0050354	
618	-0.374451	0.0117493	
619	-0.360107	0.012207	
620	-0.3479	0.0102234	
621	-0.333557	0.00656128	
622	-0.318298	0.000305176	
623	-0.305176	-0.00228882	
624	-0.291443	-0.00335693	
625	-0.276794	-0.00534058	
626	-0.265198	-0.00854492	
627	-0.25116	-0.0175476	
628	-0.237122	-0.0337219	
629	-0.222778	-0.0492859	
630	-0.207825	-0.0604248	
631	-0.196228	-0.0642395	
632	-0.182495	-0.0610352	
633	-0.168152	-0.0556946	
634	-0.154419	-0.0439453	
635	-0.139771	-0.0289917	
636	-0.128479	-0.0125122	
637	-0.113831	-0.0012207	
638	-0.0997925	0.00244141	
639	-0.0863647	0.000457764	
640	-0.0738525	0	
641	-0.0601196	-0.00198364	
642	-0.0454712	-0.00518799	
643	-0.03479	-0.0120544	
644	-0.0216675	-0.0215149	
645	-0.00762939	-0.025177	
646	0.00732422	-0.0280762	
647	0.0177002	-0.0366211	
648	0.0286865	-0.0492859	
649	0.0424194	-0.0621033	
650	0.0567627	-0.0700378	
651	0.0671387	-0.0718689	
652	0.0802612	-0.0686646	
653	0.0949097	-0.059967	
654	0.103149	-0.0431824	
655	0.115967	-0.0271606	
656	0.1297	-0.012207	
657	0.140076	-0.000457764	
658	0.154419	0.00244141	
659	0.16449	0.00167847	
660	0.177917	-0.000305176	
661	0.188599	-0.00274658	
662	0.199585	-0.00610352	
663	0.213013	-0.0100708	
664	0.223694	-0.0144958	
665	0.233154	-0.0169373	
666	0.245972	-0.0195313	
667	0.257263	-0.0250244	
668	0.267029	-0.0372314	
669	0.277405	-0.0511169	
670	0.286255	-0.0579834	
671	0.297852	-0.0579834	
672	0.308228	-0.0540161	
