Local: ,2025-05-22 00:00:00+02:00,tz_sec ,7200
Linux Epoch (ms):,1747864800000.0
Timestamp,Seq No.,ECG data
1747907047027.781,64,59972
1747907047028.781,64,59979
1747907047029.781,64,59978
1747907047030.625,64,59981
1747907047031.625,64,59988
1747907047032.625,64,59988
1747907047033.625,64,59983
1747907047034.625,64,59979
1747907047035.625,64,59979
1747907047036.625,65,59986
1747907047037.625,65,59982
1747907047038.625,65,59981
1747907047039.625,65,59980
1747907047040.625,65,59983
1747907047041.625,65,59982
1747907047042.625,65,59981
1747907047043.625,65,59985
1747907047044.625,65,59983
1747907047045.625,65,59980
1747907047046.5,65,59977
1747907047047.5,66,59987
1747907047048.5,66,59985
1747907047049.5,66,59973
1747907047050.5,66,59976
1747907047051.5,66,59992
1747907047052.5,66,59983
1747907047053.5,66,59989
1747907047054.5,66,59982
1747907047055.5,66,59996
1747907047056.5,66,59997
1747907047057.5,66,59975
1747907047058.5,67,59980
1747907047059.5,67,59989
1747907047060.5,67,59977
1747907047061.5,67,59980
1747907047062.406,67,59978
1747907047063.406,67,59976
1747907047064.406,67,59986
1747907047065.406,67,59987
1747907047066.406,67,59987
1747907047067.406,67,59978
1747907047068.406,67,59989
1747907047069.406,68,59981
1747907047070.406,68,59983
1747907047071.406,68,59978
1747907047072.406,68,59989
1747907047073.406,68,59976
1747907047074.406,68,59991
1747907047075.406,68,59991
1747907047076.406,68,59993
1747907047077.406,68,59978
1747907047078.281,68,59995
1747907047079.281,68,59988
1747907047080.281,69,59978
1747907047081.281,69,59989
1747907047082.281,69,59988
1747907047083.281,69,59987
1747907047084.281,69,59985
1747907047085.281,69,59985
1747907047086.281,69,59988
1747907047087.281,69,59984
1747907047088.281,69,59990
1747907047089.281,69,59984
1747907047090.281,69,59981
1747907047091.281,70,59981
1747907047092.281,70,59979
1747907047093.281,70,59978
1747907047094.187,70,59981
1747907047095.188,70,59975
1747907047096.187,70,59991
1747907047097.188,70,59986
1747907047098.187,70,59983
1747907047099.188,70,59977
1747907047100.188,70,59989
1747907047101.187,70,59987
1747907047102.188,71,59977
1747907047103.187,71,59988
1747907047104.188,71,59998
1747907047105.187,71,59984
1747907047106.188,71,59989
1747907047107.187,71,59979
1747907047108.188,71,59980
1747907047109.1868,71,59992
1747907047110.031,71,59980
1747907047111.031,71,59989
1747907047112.031,71,59989
1747907047113.031,72,59972
1747907047114.031,72,59974
1747907047115.031,72,59983
1747907047116.031,72,59984
1747907047117.031,72,59990
1747907047118.031,72,59985
1747907047119.031,72,59977
1747907047120.031,72,59982
1747907047121.031,72,59981
1747907047122.031,72,59981
1747907047123.031,72,59990
1747907047124.031,73,59983
1747907047125.031,73,59988
1747907047125.938,73,59971
1747907047126.937,73,59979
1747907047127.938,73,60000
1747907047128.937,73,59989
1747907047129.938,73,59992
1747907047130.937,73,59992
1747907047131.938,73,59988
1747907047132.937,73,59983
